channel,event,kind,log-date,log-time,messageId,newrelic.logs.batchIndex,plugin.type,plugin.version,timestamp,status,transaction,pri,transaction2,message,channel-uat,kind-uat,log-date-uat,log-time-uat,transaction-uat,pri-uat,transaction2-uat,message-uat
JMSCollInAdp,ULgR7JwAryUHnEc90QfRy8pK,OUT,2021/08/06,15:26:33,f2380f2a-842e-4273-89cc-5ecc3cb51ade,414,fluentd,1.1.10,1628281593849,,,,,,,,,,,,,
JMSCollInAdp,ULgR7JwAryUHnEc90QfRy8pK,IN,2021/08/06,15:26:33,83fa93c2-d472-4fe4-86b7-222291063475,413,fluentd,1.1.10,1628281593847,,,,,,,,,,,,,
JMSCollInAdp,ULgR7Jinfuey9Uc90QcIp4fb,OUT,2021/08/06,15:26:33,595e181e-484d-431b-9626-a561409a2d90,410,fluentd,1.1.10,1628281593847,,,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:33,942d9ea1-abb6-4598-9dc9-e39a5b5d2000,411,fluentd,1.1.10,1628281593847,"(2,1)",ULgR7JpcYFiQ8+c90QewusJP,,,,,,,,,,,
EventManager,ULgR7JpcYFiQ8+c90QewusJP,OUT,2021/08/06,15:26:33,4bed62bd-02a3-4b4c-8942-93664ee53a01,412,fluentd,1.1.10,1628281593847,,,,,,,,,,,,,
JMSCollInAdp,ULgR7Jl9FLbpQEc90QfgBHZh,OUT,2021/08/06,15:26:33,a87308e3-21d9-4a4e-bd6c-71f460930094,409,fluentd,1.1.10,1628281593846,,,,,,,,,,,,,
JMSCollInAdp,ULgR7JinWK50Fkc90Qd3Ghh6,OUT,2021/08/06,15:26:33,f0ee861a-123d-4b96-bb09-e01bafa419f0,408,fluentd,1.1.10,1628281593846,,,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:33,49137eab-3594-40b1-b84e-7114e8cf4f61,405,fluentd,1.1.10,1628281593845,"(1,2)",ULgR7JpcYFiQ8+c90QewusJP,,,,,,,,,,,
StateManager,,NEWEVENT,2021/08/06,15:26:33,c38bf3a9-f77f-4d45-aefd-86b35b9e2eb5,406,fluentd,1.1.10,1628281593845,"(2,1)",ULgR7JpcYFiQ8+c90QewusJP,,,,,,,,,,,
JMSCollInAdp,ULgR7Jinfuey9Uc90QcIp4fb,IN,2021/08/06,15:26:33,83324c5f-791f-4b5d-b87f-86218f8e4e0b,407,fluentd,1.1.10,1628281593845,,,,,,,,,,,,,
JMSCollInAdp,ULgR7Jl9FLbpQEc90QfgBHZh,IN,2021/08/06,15:26:33,fc497a8c-779e-4c1a-80a9-f774a6885b0b,404,fluentd,1.1.10,1628281593844,,,,,,,,,,,,,
JMSCollInAdp,ULgR7JinWK50Fkc90Qd3Ghh6,IN,2021/08/06,15:26:33,eaaa3cbf-6fb9-4806-9a3d-060b9b2b8ddf,403,fluentd,1.1.10,1628281593844,,,,,,,,,,,,,
EventManager,ULgR7JpcYFiQ8+c90QewusJP,IN,2021/08/06,15:26:33,ac250771-7c11-497e-8eb0-a2f89a7424c8,401,fluentd,1.1.10,1628281593842,,,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:33,5035bdc4-18a4-4380-a304-23ae560d6b30,402,fluentd,1.1.10,1628281593842,"(1,2)",ULgR7JpcYFiQ8+c90QewusJP,,,,,,,,,,,
JMSCollInAdp,ULgR7JmSmq2Fk+c90Qa28sXU,OUT,2021/08/06,15:26:33,d0d2e489-0c88-4dd5-919d-c32c2d280c40,113,fluentd,1.1.10,1628281593842,,,,,,,,,,,,,
apnsout,,NEWEVENT,2021/08/06,15:26:33.840,5b3f06ba-2954-44d2-9240-dcf86de87a6b,400,fluentd,1.1.10,1628281593840,"(1,2)",ULgR7JwAryUHnEc90QfRy8pK,,,,,,,,,,,
apnsout,,NEWEVENT,2021/08/06,15:26:33.838,575150db-3532-4c09-91ab-fa012f2aad14,399,fluentd,1.1.10,1628281593838,"(1,2)",ULgR7Jinfuey9Uc90QcIp4fb,,,,,,,,,,,
apnsout,,SEND,2021/08/06,15:26:33.838,236bd51d-cf48-4179-890d-14ec23b48dc0,396,fluentd,1.1.10,1628281593838,,ULgR7JwAryUHnEc90QfRy8pK,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:33,613e0ed8-559f-4310-9d65-7145d85b74e4,397,fluentd,1.1.10,1628281593838,"(1,2)",ULgR7Jl92FSf1Ec90QfLFvF3,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:33,e41e27d1-bced-4021-a431-d86b300fe6a0,398,fluentd,1.1.10,1628281593838,,ULgR7Jl92FSf1Ec90QfLFvF3,,,,,,,,,,,
apnsout,,NEWEVENT,2021/08/06,15:26:33.837,1165a02e-08fd-4b6a-afa7-548925d749e2,395,fluentd,1.1.10,1628281593837,"(1,2)",ULgR7JinWK50Fkc90Qd3Ghh6,,,,,,,,,,,
apnsout,,SEND,2021/08/06,15:26:33.837,78cae5f0-9aa1-4607-a673-ccfce9c71200,394,fluentd,1.1.10,1628281593837,,ULgR7Jinfuey9Uc90QcIp4fb,,,,,,,,,,,
JMSCollInAdp,ULgR7JmSmq2Fk+c90Qa28sXU,IN,2021/08/06,15:26:33,3dc1d2b0-4f52-460f-b1fa-889d0e9a3cc2,112,fluentd,1.1.10,1628281593836,,,,,,,,,,,,,
apnsout,,SEND,2021/08/06,15:26:33.835,e4b526dc-ca03-49ed-b4de-9443d6c16990,393,fluentd,1.1.10,1628281593835,,ULgR7JinWK50Fkc90Qd3Ghh6,,,,,,,,,,,
JMSCollInAdp,ULgR7JpcYFiQ8+c90QewusJP,OUT,2021/08/06,15:26:33,6563d277-30fe-49f7-b67d-1b8c279bfe31,392,fluentd,1.1.10,1628281593834,,,,,,,,,,,,,
JMSCollInAdp,ULgR7JpcYFiQ8+c90QewusJP,IN,2021/08/06,15:26:33,cc2695d9-24b2-47f2-bdea-f8f15db2f118,391,fluentd,1.1.10,1628281593833,,,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:33,617cee41-63dc-414c-82ab-760c18950625,390,fluentd,1.1.10,1628281593825,,ULgR7JpbU6KPd+c90Qdd2JE/,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:33,6d33b6a3-1793-450e-83e4-78815b5f02c9,389,fluentd,1.1.10,1628281593825,"(1,2)",ULgR7JpbU6KPd+c90Qdd2JE/,,,,,,,,,,,
JMSCollInAdp,ULgR7JpgP7UW4kc90QaZkCNl,OUT,2021/08/06,15:26:33,0878c278-648c-4727-b972-1aea7a4d13e8,111,fluentd,1.1.10,1628281593822,,,,,,,,,,,,,
JMSCollInAdp,ULgR7JpgP7UW4kc90QaZkCNl,IN,2021/08/06,15:26:33,58862276-fa05-4812-92c4-60a6203138a3,110,fluentd,1.1.10,1628281593816,,,,,,,,,,,,,
Output,,OUT,2021/08/06,15:26:33,2abee498-f649-44d0-aa92-b6bb6aaaddde,109,fluentd,1.1.10,1628281593803,,ULgR7Jy7TjsSWEc90QZKdoAS,,,,,,,,,,,
DeliveryManager,,OUT,2021/08/06,15:26:33,c11a1c47-7e75-4d8f-a657-117354508aaf,108,fluentd,1.1.10,1628281593803,,ULgR7Jy7TjsSWEc90QZKdoAS,,,,,,,,,,,
DeliveryManager,,IN,2021/08/06,15:26:33,d380b735-44b7-4911-9870-2740915deca7,107,fluentd,1.1.10,1628281593796,,ULgR7Jy7TjsSWEc90QZKdoAS,,,,,,,,,,,
Output,,IN,2021/08/06,15:26:33,bfb9279e-de2e-4057-8af1-28e06ea00503,106,fluentd,1.1.10,1628281593796,,ULgR7Jy7TjsSWEc90QZKdoAS,,,,,,,,,,,
EventManager,ULgR7JmR0F7jD+c90QdDE6ua,OUT,2021/08/06,15:26:33,53e20d1b-934e-4f5f-bd25-d5abb8b4f46e,388,fluentd,1.1.10,1628281593787,,,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:33,9327d85e-0b39-48af-a2d8-5982e73e79f6,387,fluentd,1.1.10,1628281593786,"(2,1)",ULgR7JmR0F7jD+c90QdDE6ua,,,,,,,,,,,
StateManager,,NEWEVENT,2021/08/06,15:26:33,81ff28eb-8f05-42b4-b1d2-cd1b02ea353b,386,fluentd,1.1.10,1628281593785,"(2,1)",ULgR7JmR0F7jD+c90QdDE6ua,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:33,3347dfa1-847f-490e-a371-4a4a148d5d49,385,fluentd,1.1.10,1628281593785,"(1,0)",ULgR7JmR0F7jD+c90QdDE6ua,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:33,e0d9ded1-335d-4d43-899e-69fb2d3d559b,384,fluentd,1.1.10,1628281593783,"(1,0)",ULgR7JmR0F7jD+c90QdDE6ua,,,,,,,,,,,
EventManager,ULgR7JmR0F7jD+c90QdDE6ua,IN,2021/08/06,15:26:33,5ecc8dcd-06a7-4025-b09f-c527d6733ea4,383,fluentd,1.1.10,1628281593783,,,,,,,,,,,,,
JMSCollInAdp,ULgR7Jl8wmyVuUc90QbJivsh,OUT,2021/08/06,15:26:33,09e74815-6326-4f97-8093-6e9199c1cd6e,105,fluentd,1.1.10,1628281593781,,,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:33,c38c88e8-d891-4640-ab99-84bebbed2c9b,104,fluentd,1.1.10,1628281593781,,ULgR7JtaHeZEFkc90QatcePk,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:33,54f99490-60fb-4179-a9ab-4705a3f1b4f0,103,fluentd,1.1.10,1628281593780,"(1,2)",ULgR7JtaHeZEFkc90QatcePk,,,,,,,,,,,
colhttp-out2,,OUT,2021/08/06,15:26:33,eb9c6673-4935-4500-8d62-39f9b20e1237,382,fluentd,1.1.10,1628281593775,"(1,0)",ULgR7JmR0F7jD+c90QdDE6ua,,,,,,,,,,,
colhttp-out2,,SEND,2021/08/06,15:26:33,833b7ad8-c336-4a6d-82d3-d4e40e7e6382,381,fluentd,1.1.10,1628281593773,,ULgR7JmR0F7jD+c90QdDE6ua,,,,,,,,,,,
JMSCollInAdp,ULgR7Jl8wmyVuUc90QbJivsh,IN,2021/08/06,15:26:33,41546396-be49-4b39-b3ec-9c511f4e4c8c,102,fluentd,1.1.10,1628281593771,,,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:33,1ef4cfd0-ba35-4355-80af-61b2eb1f88b9,101,fluentd,1.1.10,1628281593768,,ULgR7JsJMXOU2Uc90QZEoBds,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:33,b79228c3-a599-414c-93f1-4e4a7fa92702,100,fluentd,1.1.10,1628281593767,"(1,2)",ULgR7JsJMXOU2Uc90QZEoBds,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:33,8e8739b6-0ac9-46dc-8a89-760092d8d88f,99,fluentd,1.1.10,1628281593767,,ULgR7JmRzcK/WEc90QZg61kq,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:33,3d4fdbd4-ea45-4474-8fb8-9e3c5e4e8db7,98,fluentd,1.1.10,1628281593763,,ULgR7JrinFEw8Uc90Qb03Zmp,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:33,47f2ef0e-0352-45af-8086-bdaf111f06ca,97,fluentd,1.1.10,1628281593763,,ULgR7JpeeoGPxUc90QbLppmZ,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:33,284e4ade-ca7b-4408-bbe7-1692b870a479,94,fluentd,1.1.10,1628281593762,"(1,2)",ULgR7JrinFEw8Uc90Qb03Zmp,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:33,c6a0da90-ff6a-44be-b8a8-3ce4731c1396,95,fluentd,1.1.10,1628281593762,"(1,2)",ULgR7JpeeoGPxUc90QbLppmZ,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:33,391b79c5-b775-477c-aed8-6fbe1f4ab03d,96,fluentd,1.1.10,1628281593762,"(1,2)",ULgR7JmRzcK/WEc90QZg61kq,,,,,,,,,,,
ServiceCenterOu,,MNEWTRANS,2021/08/06,15:26:33,bd510989-4160-4090-ae97-d5b71ce9cc70,91,fluentd,1.1.10,1628281593752,,ULgR7Jy7TjsSWEc90QZKdoAS,,ULgR7JxtNZeFoUc90QYanXQH,,,,,,,,,
ServiceCenterOu,,TOREGISTER,2021/08/06,15:26:33,f2d7d5c6-dccc-4e2a-b839-feaa3ffaf32b,92,fluentd,1.1.10,1628281593752,,ULgR7Jy7TjsSWEc90QZKdoAS,,,,,,,,,,,
ServiceCenterOu,,OUT,2021/08/06,15:26:33,ae95e065-da9d-4b94-83c8-cf8a92b00a6c,93,fluentd,1.1.10,1628281593752,,ULgR7Jy7TjsSWEc90QZKdoAS,6,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:33,380f7e54-6363-48c7-ac23-66410fc7b1ea,90,fluentd,1.1.10,1628281593737,,ULgR7Jl7TMCT1kc90QbBHy8b,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:33,9640ffd1-74d2-4470-9fe9-c6e50725baad,89,fluentd,1.1.10,1628281593737,"(1,2)",ULgR7Jl7TMCT1kc90QbBHy8b,,,,,,,,,,,
Output,,OUT,2021/08/06,15:26:33,bc65e585-bf80-4b26-a51b-582261adc44a,380,fluentd,1.1.10,1628281593732,,ULgR7JxolYwgyEc90QfToZ4H,,,,,,,,,,,
DeliveryManager,,OUT,2021/08/06,15:26:33,abb68cb6-6c21-4f65-8b76-fcf82908dd7b,379,fluentd,1.1.10,1628281593732,,ULgR7JxolYwgyEc90QfToZ4H,,,,,,,,,,,
DeliveryManager,,IN,2021/08/06,15:26:33,f5d247ce-abf1-4774-ac1f-c4ada2ee6f98,378,fluentd,1.1.10,1628281593731,,ULgR7JxolYwgyEc90QfToZ4H,,,,,,,,,,,
Output,,IN,2021/08/06,15:26:33,6df70d41-b443-41a1-bb54-6e003265ead2,377,fluentd,1.1.10,1628281593731,,ULgR7JxolYwgyEc90QfToZ4H,,,,,,,,,,,
ServiceCenterOu,,IN,2021/08/06,15:26:33,d3e710a9-fc7a-4fbc-8d58-675e203d27bb,88,fluentd,1.1.10,1628281593730,,ULgR7JxtNZeFoUc90QYanXQH,6,,,,,,,,,,
WsSerInPriAdAut,,OUT,2021/08/06,15:26:33,4b8eb755-9ca4-4d7c-8e58-35af5af87789,87,fluentd,1.1.10,1628281593728,,ULgR7JxtNZeFoUc90QYanXQH,6,,,,,,,,,,
ServiceCenterOu,,MNEWTRANS,2021/08/06,15:26:33,d8b5b4b7-6e10-412c-a831-8b53617ae980,374,fluentd,1.1.10,1628281593722,,ULgR7JxolYwgyEc90QfToZ4H,,ULgR7Jxe0ckjS+c90Qe+yngr,,,,,,,,,
ServiceCenterOu,,TOREGISTER,2021/08/06,15:26:33,14f41d43-8aa0-48e1-9d36-c333ef1f6fc5,375,fluentd,1.1.10,1628281593722,,ULgR7JxolYwgyEc90QfToZ4H,,,,,,,,,,,
ServiceCenterOu,,OUT,2021/08/06,15:26:33,ea9de78a-cbf3-4129-bede-fbeb11850405,376,fluentd,1.1.10,1628281593722,,ULgR7JxolYwgyEc90QfToZ4H,6,,,,,,,,,,
WsSerInPriAdAut,,NEWTRANS,2021/08/06,15:26:33,4f14bacb-639a-45fa-801f-85f0194b2d77,86,fluentd,1.1.10,1628281593721,,ULgR7JxtNZeFoUc90QYanXQH,,,202108061526337094129760,,,,,,,,
WsSerInPriAdAut,,IN,2021/08/06,15:26:33,7cb1a2db-8a0c-42d9-92d5-c256643348ca,85,fluentd,1.1.10,1628281593721,,ULgR7JxtNZeFoUc90QYanXQH,-,,,,,,,,,,
ServiceCenterOu,,IN,2021/08/06,15:26:33,154492f3-5583-459d-8d7e-0a073af27559,373,fluentd,1.1.10,1628281593713,,ULgR7Jxe0ckjS+c90Qe+yngr,6,,,,,,,,,,
WsSerInPriAdAut,,OUT,2021/08/06,15:26:33,74ee6fe5-ea54-4f34-9e01-2a5ae0295ab2,372,fluentd,1.1.10,1628281593708,,ULgR7Jxe0ckjS+c90Qe+yngr,6,,,,,,,,,,
WsSerInPriAdAut,,NEWTRANS,2021/08/06,15:26:33,d9b1d82a-0f27-49ff-addd-b5182a39e23f,371,fluentd,1.1.10,1628281593707,,ULgR7Jxe0ckjS+c90Qe+yngr,,,20210806152633695272975e,,,,,,,,
WsSerInPriAdAut,,IN,2021/08/06,15:26:33,f08b1ccf-98fd-42e2-b95d-56a4d4f76afc,370,fluentd,1.1.10,1628281593706,,ULgR7Jxe0ckjS+c90Qe+yngr,-,,,,,,,,,,
google-fcm-out,,IN,2021/08/06,15:26:33,2661ece8-c569-445e-ae1b-38958a78d49e,369,fluentd,1.1.10,1628281593703,,ULgR7JpbU6KPd+c90Qdd2JE/,,,,,,,,,,,
apnsout,,IN,2021/08/06,15:26:33.703,21023d33-098f-41cb-84eb-707d15e61458,368,fluentd,1.1.10,1628281593703,,ULgR7JwAryUHnEc90QfRy8pK,,,,,,,,,,,
apnsout,,IN,2021/08/06,15:26:33.702,eb2f9c4b-d650-4dd2-8923-814bbfa5f17d,367,fluentd,1.1.10,1628281593702,,ULgR7Jinfuey9Uc90QcIp4fb,,,,,,,,,,,
colhttp-out2,,IN,2021/08/06,15:26:33,71ceecc9-261f-4aa9-916b-bbbc3e84e7d3,364,fluentd,1.1.10,1628281593702,,ULgR7JmR0F7jD+c90QdDE6ua,,,,,,,,,,,
google-fcm-out,,IN,2021/08/06,15:26:33,59ff602f-3370-4184-bd05-005e361eea96,365,fluentd,1.1.10,1628281593702,,ULgR7Jl92FSf1Ec90QfLFvF3,,,,,,,,,,,
apnsout,,IN,2021/08/06,15:26:33.702,a00a35a5-3984-478d-95fc-922fc46f2d82,366,fluentd,1.1.10,1628281593702,,ULgR7JinWK50Fkc90Qd3Ghh6,,,,,,,,,,,
FailOverManager,,OUT,2021/08/06,15:26:33,4cda6c37-187a-4bc7-b843-af7e44f31402,363,fluentd,1.1.10,1628281593694,,ULgR7JwAryUHnEc90QfRy8pK,6,,,,,,,,,,
FailOverManager,,IN,2021/08/06,15:26:33,68f4f065-37f8-40ba-9072-98105d160dd7,362,fluentd,1.1.10,1628281593692,,ULgR7JwAryUHnEc90QfRy8pK,,,,,,,,,,,
FailOverManager,,OUT,2021/08/06,15:26:33,04dba94d-636e-4e66-9bfa-d3015c7006e4,361,fluentd,1.1.10,1628281593691,,ULgR7JpbU6KPd+c90Qdd2JE/,6,,,,,,,,,,
FailOverManager,,IN,2021/08/06,15:26:33,7118d3f5-36bc-4a96-ae36-8db1143f7135,360,fluentd,1.1.10,1628281593690,,ULgR7JpbU6KPd+c90Qdd2JE/,,,,,,,,,,,
FailOverManager,,OUT,2021/08/06,15:26:33,39d1e1bd-4c2d-455c-bee9-840d129205d2,359,fluentd,1.1.10,1628281593689,,ULgR7Jl92FSf1Ec90QfLFvF3,6,,,,,,,,,,
FailOverManager,,IN,2021/08/06,15:26:33,5765a175-5fca-445c-b608-b8f6d69bd262,358,fluentd,1.1.10,1628281593687,,ULgR7Jl92FSf1Ec90QfLFvF3,,,,,,,,,,,
FailOverManager,,OUT,2021/08/06,15:26:33,ce895034-570b-4ca0-a785-7c5722355dea,357,fluentd,1.1.10,1628281593686,,ULgR7Jinfuey9Uc90QcIp4fb,6,,,,,,,,,,
FailOverManager,,IN,2021/08/06,15:26:33,44b9598b-dfef-4c6b-918f-1a0bb922c150,356,fluentd,1.1.10,1628281593685,,ULgR7Jinfuey9Uc90QcIp4fb,,,,,,,,,,,
FailOverManager,,OUT,2021/08/06,15:26:33,c9b69e6f-4a37-460f-9f39-a1d4fe0ac04a,355,fluentd,1.1.10,1628281593684,,ULgR7JinWK50Fkc90Qd3Ghh6,6,,,,,,,,,,
FailOverManager,,IN,2021/08/06,15:26:33,3251a041-54be-443b-a329-0631c4e2a626,354,fluentd,1.1.10,1628281593682,,ULgR7JinWK50Fkc90Qd3Ghh6,,,,,,,,,,,
FailOverManager,,OUT,2021/08/06,15:26:33,3980337a-ca02-434b-82dc-a42d81873dd8,353,fluentd,1.1.10,1628281593680,,ULgR7JmR0F7jD+c90QdDE6ua,8,,,,,,,,,,
FailOverManager,,IN,2021/08/06,15:26:33,d66c0554-febc-4f41-bce8-7a151d1e5bb5,352,fluentd,1.1.10,1628281593678,,ULgR7JmR0F7jD+c90QdDE6ua,,,,,,,,,,,
Output,,OUT,2021/08/06,15:26:33,8e6bfeb2-3e8e-4afb-9b3e-160caa42f9d8,351,fluentd,1.1.10,1628281593629,,ULgR7JwAryUHnEc90QfRy8pK,,,,,,,,,,,
DeliveryManager,,OUT,2021/08/06,15:26:33,cac01099-777b-4e2d-9c69-937e629ca66d,350,fluentd,1.1.10,1628281593629,,ULgR7JwAryUHnEc90QfRy8pK,,,,,,,,,,,
DeliveryManager,,IN,2021/08/06,15:26:33,082a1b4d-2640-4768-b381-574d02aee798,349,fluentd,1.1.10,1628281593627,,ULgR7JwAryUHnEc90QfRy8pK,,,,,,,,,,,
Output,,IN,2021/08/06,15:26:33,fc59869e-f4b9-442f-89c4-20d9735f8610,348,fluentd,1.1.10,1628281593627,,ULgR7JwAryUHnEc90QfRy8pK,,,,,,,,,,,
ServiceCenterOu,,MNEWTRANS,2021/08/06,15:26:33,c3f104d3-aa90-4760-8c3a-6ab330000418,345,fluentd,1.1.10,1628281593618,,ULgR7JwAryUHnEc90QfRy8pK,,ULgR7Jw/7mVzuUc90QdaXK2E,,,,,,,,,
ServiceCenterOu,,TOREGISTER,2021/08/06,15:26:33,fae8b093-6197-44de-8ca2-359e6c7c06d0,346,fluentd,1.1.10,1628281593618,,ULgR7JwAryUHnEc90QfRy8pK,,,,,,,,,,,
ServiceCenterOu,,OUT,2021/08/06,15:26:33,5c15368b-78b4-493b-9ffc-d74d2dc43b61,347,fluentd,1.1.10,1628281593618,,ULgR7JwAryUHnEc90QfRy8pK,6,,,,,,,,,,
ServiceCenterOu,,IN,2021/08/06,15:26:33,27f7c192-7b8c-433c-a0a2-758f9972c9aa,344,fluentd,1.1.10,1628281593607,,ULgR7Jw/7mVzuUc90QdaXK2E,6,,,,,,,,,,
WsSerInPriAdAut,,OUT,2021/08/06,15:26:33,08437e0a-215f-47fa-b844-12619b8d1c00,343,fluentd,1.1.10,1628281593603,,ULgR7Jw/7mVzuUc90QdaXK2E,6,,,,,,,,,,
WsSerInPriAdAut,,NEWTRANS,2021/08/06,15:26:33,ecccf2d3-bde3-4b1c-b685-5ca6ca317015,342,fluentd,1.1.10,1628281593602,,ULgR7Jw/7mVzuUc90QdaXK2E,,,202108061526334537549739,,,,,,,,
WsSerInPriAdAut,,IN,2021/08/06,15:26:33,760f3420-b5bf-4590-aff3-bd80c54cb59d,341,fluentd,1.1.10,1628281593602,,ULgR7Jw/7mVzuUc90QdaXK2E,-,,,,,,,,,,
google-fcm-out,,IN,2021/08/06,15:26:33,a36005f3-ce0c-4890-8a13-2a54864bfb1b,82,fluentd,1.1.10,1628281593597,,ULgR7JsJMXOU2Uc90QZEoBds,,,,,,,,,,,
google-fcm-out,,IN,2021/08/06,15:26:33,7430ca73-c941-4739-ac4b-a9806d18fb08,83,fluentd,1.1.10,1628281593597,,ULgR7JtaHeZEFkc90QatcePk,,,,,,,,,,,
google-fcm-out,,IN,2021/08/06,15:26:33,80fc8960-a6cf-4eb8-8853-6fec35cfbd77,84,fluentd,1.1.10,1628281593597,,ULgR7JpeeoGPxUc90QbLppmZ,,,,,,,,,,,
google-fcm-out,,IN,2021/08/06,15:26:33,3ae3a1ae-7d31-4c60-9712-91c0733cd7af,81,fluentd,1.1.10,1628281593596,,ULgR7JrinFEw8Uc90Qb03Zmp,,,,,,,,,,,
google-fcm-out,,IN,2021/08/06,15:26:33,c3c85515-e3fb-4abc-a723-e63325d63a16,80,fluentd,1.1.10,1628281593575,,ULgR7JmRzcK/WEc90QZg61kq,,,,,,,,,,,
google-fcm-out,,IN,2021/08/06,15:26:33,12c6bbf9-d11a-46f5-b3ea-4d6a5bed2a03,79,fluentd,1.1.10,1628281593575,,ULgR7Jl7TMCT1kc90QbBHy8b,,,,,,,,,,,
FailOverManager,,OUT,2021/08/06,15:26:33,e074daef-15e8-41eb-81e5-32b467ea4f15,78,fluentd,1.1.10,1628281593540,,ULgR7JsJMXOU2Uc90QZEoBds,4,,,,,,,,,,
FailOverManager,,IN,2021/08/06,15:26:33,b052426f-a863-45bd-9271-9f1bc9c3a243,77,fluentd,1.1.10,1628281593534,,ULgR7JsJMXOU2Uc90QZEoBds,,,,,,,,,,,
FailOverManager,,OUT,2021/08/06,15:26:33,b1bbb359-caad-4e41-acd3-bd53d2606bec,76,fluentd,1.1.10,1628281593528,,ULgR7JpeeoGPxUc90QbLppmZ,4,,,,,,,,,,
FailOverManager,,IN,2021/08/06,15:26:33,8dd6a5aa-6034-475f-92e9-34918c5ebf6f,75,fluentd,1.1.10,1628281593521,,ULgR7JpeeoGPxUc90QbLppmZ,,,,,,,,,,,
FailOverManager,,OUT,2021/08/06,15:26:33,54bc86bf-6a74-4aa0-b46b-721c05fa4a41,74,fluentd,1.1.10,1628281593516,,ULgR7JtaHeZEFkc90QatcePk,6,,,,,,,,,,
FailOverManager,,IN,2021/08/06,15:26:33,e43774ce-45f8-4e72-b35b-9e46f0b69a80,73,fluentd,1.1.10,1628281593509,,ULgR7JtaHeZEFkc90QatcePk,,,,,,,,,,,
FailOverManager,,OUT,2021/08/06,15:26:33,deb95237-22de-45aa-9a33-b218bdecd1b7,72,fluentd,1.1.10,1628281593503,,ULgR7JrinFEw8Uc90Qb03Zmp,6,,,,,,,,,,
FailOverManager,,IN,2021/08/06,15:26:33,e93bec0e-82a8-44a8-8840-72e7b8b43b21,71,fluentd,1.1.10,1628281593496,,ULgR7JrinFEw8Uc90Qb03Zmp,,,,,,,,,,,
FailOverManager,,OUT,2021/08/06,15:26:33,c4a00366-5ae8-415d-b870-54e8a199a904,70,fluentd,1.1.10,1628281593490,,ULgR7JmRzcK/WEc90QZg61kq,6,,,,,,,,,,
FailOverManager,,IN,2021/08/06,15:26:33,08948494-2328-4cf4-beef-1d73f3a8dc21,67,fluentd,1.1.10,1628281593480,,ULgR7JmRzcK/WEc90QZg61kq,,,,,,,,,,,
DeliveryManager,,OUT,2021/08/06,15:26:33,38acc957-2f18-46ed-9b24-cae343835684,68,fluentd,1.1.10,1628281593480,,ULgR7JtaHeZEFkc90QatcePk,,,,,,,,,,,
Output,,OUT,2021/08/06,15:26:33,d2e6bfb6-b1b4-40ff-b002-e00fb9f643f1,69,fluentd,1.1.10,1628281593480,,ULgR7JtaHeZEFkc90QatcePk,,,,,,,,,,,
DeliveryManager,,IN,2021/08/06,15:26:33,30e5e0a1-8427-42ea-a45e-687a2cd9ab84,66,fluentd,1.1.10,1628281593472,,ULgR7JtaHeZEFkc90QatcePk,,,,,,,,,,,
Output,,IN,2021/08/06,15:26:33,5a73b9f2-6717-4f34-af4a-92eafaaaa516,65,fluentd,1.1.10,1628281593472,,ULgR7JtaHeZEFkc90QatcePk,,,,,,,,,,,
FailOverManager,,OUT,2021/08/06,15:26:33,477802e0-587b-4abf-bbea-58c537e4e22f,64,fluentd,1.1.10,1628281593471,,ULgR7Jl7TMCT1kc90QbBHy8b,6,,,,,,,,,,
ServiceCenterOu,,OUT,2021/08/06,15:26:33,cc651034-5af7-487e-81e6-8a46926629e4,63,fluentd,1.1.10,1628281593461,,ULgR7JtaHeZEFkc90QatcePk,6,,,,,,,,,,
FailOverManager,,IN,2021/08/06,15:26:33,cb9901c9-847e-4805-b57d-95fac0002a19,60,fluentd,1.1.10,1628281593461,,ULgR7Jl7TMCT1kc90QbBHy8b,,,,,,,,,,,
